question_id,question_type,question,question_date,answer,num_answer_session_ids,BM25,TF-IDF,SVM,FAISS,Time-Weighted,any_retriever_found
c14c00dd,single-session-user,What brand of shampoo do I currently use?,2023/05/30 (Tue) 19:01,Trader Joe's,1,1,1,1,1,1,1
36580ce8,single-session-user,What health issue did I initially think was just a cold?,2023/05/30 (Tue) 22:09,bronchitis,1,1,1,1,1,1,1
3d86fd0a,single-session-user,Where did I meet Sophia?,2023/05/30 (Tue) 11:59,a coffee shop in the city,1,1,1,1,1,1,1
a82c026e,single-session-user,What game did I finally beat last weekend?,2023/05/30 (Tue) 21:26,Dark Souls 3 DLC,1,1,1,1,0,0,1
0862e8bf_abs,single-session-user,What is the name of my hamster?,2023/05/30 (Tue) 21:39,You did not mention this information. You mentioned your cat Luna but not your hamster.,1,1,1,1,1,1,1
15745da0_abs,single-session-user,How long have I been collecting vintage films?,2023/05/30 (Tue) 23:02,You did not mention this information. You mentioned collecting vintage cameras but not vintage films.,1,1,1,1,1,1,1
bc8a6e93_abs,single-session-user,What did I bake for my uncle's birthday party?,2023/05/30 (Tue) 15:26,You did not mention this information. You mentioned baking for your niece's birthday party but not your uncle's,1,1,1,0,1,0,1
19b5f2b3_abs,single-session-user,How long was I in Korea for?,2023/05/30 (Tue) 17:14,"You did not mention this information. You mentioned staying in Japan, but not in Korea.",1,1,1,1,1,1,1
29f2956b_abs,single-session-user,How much time do I dedicate to practicing violin every day?,2023/05/30 (Tue) 20:28,"You did not mention this information. You mentioned practing guitar everyday, but not violin.",1,0,0,0,0,0,0
f4f1d8a4_abs,single-session-user,What did my dad gave me as a birthday gift?,2023/05/30 (Tue) 21:51,"You did not mention this information. You mentioned receiving a birthday gift from your sister, but not your dad.",1,1,0,0,0,0,1
0a995998,multi-session,How many items of clothing do I need to pick up or return from a store?,2023/02/15 (Wed) 23:50,3,3,1,1,1,1,1,1
6d550036,multi-session,How many projects have I led or am currently leading?,2023/05/30 (Tue) 23:32,2,4,0,1,0,0,0,1
gpt4_59c863d7,multi-session,How many model kits have I worked on or bought?,2023/05/30 (Tue) 20:57,"I have worked on or bought five model kits. The scales of the models are: Revell F-15 Eagle (scale not mentioned), Tamiya 1/48 scale Spitfire Mk.V, 1/16 scale German Tiger I tank, 1/72 scale B-29 bomber, and 1/24 scale '69 Camaro.",4,1,1,1,1,1,1
b5ef892d,multi-session,How many days did I spend on camping trips in the United States this year?,2023/04/29 (Sat) 23:45,8 days.,3,1,1,1,1,1,1
e831120c,multi-session,How many weeks did it take me to watch all the Marvel Cinematic Universe movies and the main Star Wars films?,2023/05/30 (Tue) 18:41,3.5 weeks,2,1,1,1,1,1,1
3a704032,multi-session,How many plants did I acquire in the last month?,2023/05/30 (Tue) 21:51,3,3,1,1,1,1,1,1
gpt4_d84a3211,multi-session,How much total money have I spent on bike-related expenses since the start of the year?,2023/05/05 (Fri) 23:56,$185,4,1,1,1,1,1,1
aae3761f,multi-session,How many hours in total did I spend driving to my three road trip destinations combined?,2023/05/30 (Tue) 19:37,15 hours for getting to the three destinations (or 30 hours for the round trip),3,1,1,1,1,1,1
gpt4_f2262a51,multi-session,How many different doctors did I visit?,2023/05/30 (Tue) 21:43,"I visited three different doctors: a primary care physician, an ENT specialist, and a dermatologist.",3,0,0,1,1,1,1
dd2973ad,multi-session,What time did I go to bed on the day before I had a doctor's appointment?,2023/05/30 (Tue) 21:28,2 AM,2,1,1,1,1,1,1
c4a1ceb8,multi-session,How many different types of citrus fruits have I used in my cocktail recipes?,2023/05/30 (Tue) 23:22,3,4,1,1,1,1,1,1
gpt4_a56e767c,multi-session,How many movie festivals that I attended?,2023/05/30 (Tue) 20:53,I attended four movie festivals.,3,1,1,1,1,1,1
6cb6f249,multi-session,How many days did I take social media breaks in total?,2023/03/14 (Tue) 23:56,17 days,2,1,1,1,1,1,1
46a3abf7,multi-session,"How many tanks do I currently have, including the one I set up for my friend's kid?",2023/05/30 (Tue) 21:36,3,3,1,1,1,1,1,1
36b9f61e,multi-session,What is the total amount I spent on luxury items in the past few months?,2023/05/30 (Tue) 22:52,"$2,500",3,1,1,1,1,1,1
28dc39ac,multi-session,How many hours have I spent playing games in total?,2023/05/30 (Tue) 23:42,140 hours,5,1,1,1,1,1,1
gpt4_2f8be40d,multi-session,How many weddings have I attended in this year?,2023/10/15 (Sun) 23:47,"I attended three weddings. The couples were Rachel and Mike, Emily and Sarah, and Jen and Tom.",3,0,1,1,1,1,1
2e6d26dc,multi-session,How many babies were born to friends and family members in the last few months?,2023/05/13 (Sat) 23:55,5,4,1,1,1,1,1,1
gpt4_15e38248,multi-session,"How many pieces of furniture did I buy, assemble, sell, or fix in the past few months?",2023/05/30 (Tue) 15:31,4,4,1,1,1,1,1,1
88432d0a,multi-session,How many times did I bake something in the past two weeks?,2023/05/30 (Tue) 23:45,4,4,0,1,1,1,1,1
80ec1f4f,multi-session,How many different museums or galleries did I visit in the month of February?,2023/03/03 (Fri) 23:25,2,3,1,1,1,1,1,1
d23cf73b,multi-session,How many different cuisines have I learned to cook or tried out in the past few months?,2023/05/30 (Tue) 16:04,4,4,1,1,1,1,1,1
gpt4_7fce9456,multi-session,How many properties did I view before making an offer on the townhouse in the Brookside neighborhood?,2023/03/08 (Wed) 23:58,"I viewed four properties before making an offer on the townhouse in the Brookside neighborhood. The reasons I didn't make an offer on them were: the kitchen of the bungalow needed serious renovation, the property in Cedar Creek was out of my budget, the noise from the highway was a deal-breaker for the 1-bedroom condo, and my offer on the 2-bedroom condo was rejected due to a higher bid.",5,1,1,1,1,1,1
d682f1a2,multi-session,How many different types of food delivery services have I used recently?,2023/05/30 (Tue) 23:30,3,3,1,1,1,1,1,1
7024f17c,multi-session,How many hours of jogging and yoga did I do last week?,2023/05/30 (Tue) 21:24,0.5 hours,3,1,1,1,1,1,1
gpt4_5501fe77,multi-session,Which social media platform did I gain the most followers on over the past month?,2023/05/30 (Tue) 22:43,TikTok,3,1,1,1,1,1,1
gpt4_2ba83207,multi-session,Which grocery store did I spend the most money at in the past month?,2023/05/30 (Tue) 22:59,Thrive Market,4,1,1,1,1,1,1
2318644b,multi-session,How much more did I spend on accommodations per night in Hawaii compared to Tokyo?,2023/05/30 (Tue) 22:16,$270,2,1,1,1,1,1,1
2ce6a0f2,multi-session,How many different art-related events did I attend in the past month?,2023/03/08 (Wed) 23:27,4,4,1,1,1,1,1,1
gpt4_d12ceb0e,multi-session,"What is the average age of me, my parents, and my grandparents?",2023/05/30 (Tue) 22:44,59.6,3,1,1,1,1,1,1
00ca467f,multi-session,How many doctor's appointments did I go to in March?,2023/03/27 (Mon) 23:35,2,3,1,1,1,1,1,1
b3c15d39,multi-session,How many days did it take for me to receive the new remote shutter release after I ordered it?,2023/03/01 (Wed) 23:48,5 days. 6 days (including the last day) is also acceptable.,2,1,1,1,1,1,1
gpt4_31ff4165,multi-session,How many health-related devices do I use in a day?,2023/05/30 (Tue) 23:38,4,5,1,1,1,1,1,1
eeda8a6d,multi-session,How many fish are there in total in both of my aquariums?,2023/05/30 (Tue) 20:36,17,2,0,1,1,1,1,1
2788b940,multi-session,How many fitness classes do I attend in a typical week?,2023/05/30 (Tue) 20:00,5,4,1,1,1,1,1,1
60bf93ed,multi-session,How many days did it take for my laptop backpack to arrive after I bought it?,2023/01/24 (Tue) 23:56,5 days. 6 days (including the last day) is also acceptable.,2,1,1,1,1,1,1
9d25d4e0,multi-session,How many pieces of jewelry did I acquire in the last two months?,2023/05/30 (Tue) 15:43,3,3,1,1,1,1,1,1
129d1232,multi-session,How much money did I raise in total through all the charity events I participated in?,2023/05/01 (Mon) 23:45,"$5,850",3,1,1,1,1,1,1
60472f9c,multi-session,"How many projects have I been working on simultaneously, excluding my thesis?",2023/05/30 (Tue) 23:41,2,3,1,1,1,1,1,1
gpt4_194be4b3,multi-session,How many musical instruments do I currently own?,2023/05/30 (Tue) 23:29,"I currently own 4 musical instruments. I've had the Fender Stratocaster electric guitar for 5 years, the Yamaha FG800 acoustic guitar for 8 years, the 5-piece Pearl Export drum set for an unspecified amount of time, and the Korg B1 piano for 3 years.",5,1,1,1,1,1,1
a9f6b44c,multi-session,How many bikes did I service or plan to service in March?,2023/03/20 (Mon) 23:57,2,3,1,1,1,1,1,1
d851d5ba,multi-session,How much money did I raise for charity in total?,2023/03/20 (Mon) 23:59,"$3,750",4,1,1,1,1,1,1
5a7937c8,multi-session,How many days did I spend participating in faith-related activities in December?,2024/01/10 (Wed) 23:41,3 days.,3,1,1,1,1,1,1
gpt4_ab202e7f,multi-session,How many kitchen items did I replace or fix?,2023/05/30 (Tue) 22:20,"I replaced or fixed five items: the kitchen faucet, the kitchen mat, the toaster, the coffee maker, and the kitchen shelves.",5,1,1,1,1,1,1
gpt4_e05b82a6,multi-session,How many times did I ride rollercoasters across all the events I attended from July to October?,2023/11/04 (Sat) 23:49,10 times,4,1,1,1,1,1,1
gpt4_731e37d7,multi-session,How much total money did I spend on attending workshops in the last four months?,2023/02/26 (Sun) 23:35,$720,4,1,1,1,1,1,1
edced276,multi-session,How many days did I spend in total traveling in Hawaii and in New York City?,2023/05/30 (Tue) 14:53,15 days,2,1,1,1,1,1,1
10d9b85a,multi-session,"How many days did I spend attending workshops, lectures, and conferences in April?",2023/05/01 (Mon) 23:15,3 days,2,1,1,0,0,0,1
e3038f8c,multi-session,How many rare items do I have in total?,2023/05/30 (Tue) 20:48,99,4,1,1,1,1,1,1
2b8f3739,multi-session,What is the total amount of money I earned from selling my products at the markets?,2023/06/01 (Thu) 23:37,$495,3,1,1,1,1,1,1
1a8a66a6,multi-session,How many magazine subscriptions do I currently have?,2023/04/01 (Sat) 23:49,2,4,1,1,0,1,0,1
c2ac3c61,multi-session,How many online courses have I completed in total?,2023/05/30 (Tue) 16:30,5,2,1,1,1,1,1,1
bf659f65,multi-session,How many music albums or EPs have I purchased or downloaded?,2023/05/30 (Tue) 21:58,3,3,1,1,1,1,1,1
gpt4_372c3eed,multi-session,How many years in total did I spend in formal education from high school to the completion of my Bachelor's degree?,2021/08/20 (Fri) 23:34,10 years,3,1,1,1,1,0,1
gpt4_2f91af09,multi-session,"How many total pieces of writing have I completed since I started writing again three weeks ago, including short stories, poems, and pieces for the writing challenge?",2023/05/30 (Tue) 17:14,23,3,1,1,1,1,1,1
81507db6,multi-session,How many graduation ceremonies have I attended in the past three months?,2023/07/21 (Fri) 23:33,3,5,1,1,1,1,1,1
88432d0a_abs,multi-session,How many times did I bake egg tarts in the past two weeks?,2023/05/30 (Tue) 23:40,The information provided is not enough. You did not mention baking egg tarts.,4,1,1,1,1,1,1
80ec1f4f_abs,multi-session,How many different museums or galleries did I visit in December?,2023/03/03 (Fri) 23:44,0. You did not mention visitng any museum in December,3,1,1,1,1,1,1
eeda8a6d_abs,multi-session,How many fish are there in my 30-gallon tank?,2023/05/30 (Tue) 19:56,The information provided is not enough. You did not mention that you have a 30-gallon tank.,2,1,1,1,1,1,1
60bf93ed_abs,multi-session,How many days did it take for my iPad case to arrive after I bought it?,2023/01/24 (Tue) 23:58,The information provided is not enough. You did not mention buying an iPad case.,2,0,0,0,0,0,0
edced276_abs,multi-session,How many days did I spend in total traveling in Hawaii and in Seattle?,2023/05/30 (Tue) 20:59,The information provided is not enough. You mentioned traveling for 10 days in Hawaii but did not mention abything about the trip to Seattle.,2,1,1,1,1,1,1
gpt4_372c3eed_abs,multi-session,How many years in total did I spend in formal education from high school to the completion of my Master's degree?,2023/08/20 (Sun) 23:54,"The information provided is not enough. You mentioned 4 years in high school (2010-2014), 2 years at PCC (2014-2016), and 4 years at UCLA (2016-2020). But you didn't mention the number of years you spend getting the Master's degree",3,1,1,1,1,1,1
8a2466db,single-session-preference,Can you recommend some resources where I can learn more about video editing?,2023/05/30 (Tue) 22:03,"The user would prefer responses that suggest resources specifically tailored to Adobe Premiere Pro, especially those that delve into its advanced settings. They might not prefer general video editing resources or resources related to other video editing software.",1,1,1,1,1,1,1
06878be2,single-session-preference,Can you suggest some accessories that would complement my current photography setup?,2023/05/30 (Tue) 16:40,The user would prefer suggestions of Sony-compatible accessories or high-quality photography gear that can enhance their photography experience. They may not prefer suggestions of other brands' equipment or low-quality gear.,1,0,0,1,1,1,1
75832dbd,single-session-preference,Can you recommend some recent publications or conferences that I might find interesting?,2023/05/30 (Tue) 13:53,"The user would prefer suggestions related to recent research papers, articles, or conferences that focus on artificial intelligence in healthcare, particularly those that involve deep learning for medical image analysis. They would not be interested in general AI topics or those unrelated to healthcare.",1,1,1,1,1,1,1
0edc2aef,single-session-preference,Can you suggest a hotel for my upcoming trip to Miami?,2023/05/30 (Tue) 20:23,"The user would prefer suggestions of hotels in Miami that offer great views, possibly of the ocean or the city skyline, and have unique features such as a rooftop pool or a hot tub on the balcony. They may not prefer suggestions of basic or budget hotels without these features.",1,1,1,1,1,1,1
35a27287,single-session-preference,Can you recommend some interesting cultural events happening around me this weekend?,2023/05/30 (Tue) 22:15,"The user would prefer responses that suggest cultural events where they can practice their language skills, particularly Spanish and French. They would also appreciate if the event has a focus on language learning resources. They would not prefer events that do not provide opportunities for language practice or cultural exchange.",1,1,1,1,1,1,1
32260d93,single-session-preference,Can you recommend a show or movie for me to watch tonight?,2023/05/30 (Tue) 23:43,"The user would prefer recommendations for stand-up comedy specials on Netflix, especially those that are known for their storytelling. They may not prefer recommendations for other genres or platforms.",1,1,0,1,1,1,1
195a1a1b,single-session-preference,Can you suggest some activities that I can do in the evening?,2023/05/30 (Tue) 22:28,"The user would prefer suggestions that involve relaxing activities that can be done in the evening, preferably before 9:30 pm. They would not prefer suggestions that involve using their phone or watching TV, as these activities have been affecting their sleep quality.",1,1,1,1,1,1,1
afdc33df,single-session-preference,My kitchen's becoming a bit of a mess again. Any tips for keeping it clean?,2023/05/30 (Tue) 19:03,"The user would prefer responses that acknowledge and build upon their existing efforts to organize their kitchen, such as utilizing their new utensil holder to keep countertops clutter-free. They would also appreciate tips that address their concern for maintaining their granite surface, particularly around the sink area. Preferred responses would provide practical and actionable steps to maintain cleanliness, leveraging the user's current tools and setup. They might not prefer generic or vague suggestions that do not take into account their specific kitchen setup or concerns.",1,1,1,1,1,1,1
caf03d32,single-session-preference,I've been struggling with my slow cooker recipes. Any advice on getting better results?,2023/05/30 (Tue) 23:44,"The user would prefer responses that provide tips and advice specifically tailored to their slow cooker experiences, utilizing their recent success with beef stew and interest in making yogurt in the slow cooker. They might not prefer general slow cooker recipes or advice unrelated to their specific experiences and interests.",1,1,1,1,1,1,1
54026fce,single-session-preference,I've been thinking about ways to stay connected with my colleagues. Any suggestions?,2023/05/30 (Tue) 23:48,"The user would prefer responses that acknowledge their desire for social interaction and collaboration while working remotely, utilizing their previous experiences with company initiatives and team collaborations. They might prefer suggestions of virtual team-building activities, regular check-ins, or joining interest-based groups within the company. The user may not prefer generic suggestions that do not take into account their specific work situation or previous attempts at staying connected with colleagues.",1,1,1,1,1,1,1
06f04340,single-session-preference,What should I serve for dinner this weekend with my homegrown ingredients?,2023/05/30 (Tue) 21:35,"The user would prefer dinner suggestions that incorporate their homegrown cherry tomatoes and herbs like basil and mint, highlighting recipes that showcase their garden produce. They might not prefer suggestions that do not utilize these specific ingredients or do not emphasize the use of homegrown elements.",1,0,0,1,1,1,1
6b7dfb22,single-session-preference,I've been feeling a bit stuck with my paintings lately. Do you have any ideas on how I can find new inspiration?,2023/05/30 (Tue) 13:57,"The user would prefer responses that build upon their existing sources of inspiration, such as revisiting Instagram art accounts or exploring new techniques from online tutorials. They might also appreciate suggestions that revisit previous themes they found enjoyable, like painting flowers. The user would not prefer generic or vague suggestions for finding inspiration, and would likely appreciate responses that utilize their recent 30-day painting challenge experience.",1,1,0,1,1,1,1
1a1907b4,single-session-preference,"I've been thinking about making a cocktail for an upcoming get-together, but I'm not sure which one to choose. Any suggestions?",2023/05/30 (Tue) 22:31,"Considering their mixology class background, the user would prefer cocktail suggestions that build upon their existing skills and interests, such as creative variations of classic cocktails or innovative twists on familiar flavors. They might appreciate recommendations that incorporate their experience with refreshing summer drinks like Pimm's Cup. The user would not prefer overly simplistic or basic cocktail recipes, and may not be interested in suggestions that don't take into account their mixology class background.",1,0,0,1,1,1,1
09d032c9,single-session-preference,I've been having trouble with the battery life on my phone lately. Any tips?,2023/05/30 (Tue) 16:42,"The user would prefer responses that build upon their previous mention of purchasing a portable power bank, such as suggestions on how to optimize its use, like ensuring it's fully charged before use. They might also appreciate tips on utilizing battery-saving features on their phone. The user may not prefer responses that suggest alternative solutions or unrelated advice.",1,0,0,1,1,0,1
38146c39,single-session-preference,I've been feeling like my chocolate chip cookies need something extra. Any advice?,2023/05/30 (Tue) 20:02,"The user would prefer responses that build upon their previous experimentation with turbinado sugar, suggesting ingredients or techniques that complement its richer flavor. They might not prefer generic cookie-making advice or suggestions that don't take into account their existing use of turbinado sugar.",1,0,0,1,1,1,1
d24813b1,single-session-preference,I'm thinking of inviting my colleagues over for a small gathering. Any tips on what to bake?,2023/05/30 (Tue) 17:57,"The user would prefer baking suggestions that take into account their previous success with the lemon poppyseed cake, such as variations of that recipe or other desserts that share similar qualities. They might prefer suggestions that balance impressiveness with manageability, considering their previous experience. The user may not prefer overly complex or unfamiliar recipes, or suggestions that do not build upon their existing baking experience.",1,1,0,1,1,1,1
57f827a0,single-session-preference,I was thinking about rearranging the furniture in my bedroom this weekend. Any tips?,2023/05/30 (Tue) 23:39,"The user would prefer responses that take into account their existing plans to replace the bedroom dresser and their interest in mid-century modern style, suggesting furniture layouts that accommodate the new dresser and incorporate elements of this design aesthetic. They might not prefer general furniture arrangement tips or suggestions that do not consider their specific design preferences.",1,0,1,0,1,1,1
95228167,single-session-preference,I'm getting excited about my visit to the music store this weekend. Any tips on what to look for in a new guitar?,2023/05/30 (Tue) 21:04,"The user would prefer responses that highlight the differences between Fender Stratocaster and Gibson Les Paul electric guitars, such as the feel of the neck, weight, and sound profile. They might not prefer general tips on buying an electric guitar or suggestions that do not take into account their current guitar and desired upgrade.",1,0,1,1,1,1,1
505af2f5,single-session-preference,I was thinking of trying a new coffee creamer recipe. Any recommendations?,2023/05/30 (Tue) 20:16,"The user would prefer responses that suggest variations on their existing almond milk, vanilla extract, and honey creamer recipe or new ideas that align with their goals of reducing sugar intake and saving money. They might not prefer responses that recommend commercial creamer products or recipes that are high in sugar or expensive.",1,0,0,1,1,1,1
75f70248,single-session-preference,I've been sneezing quite a bit lately. Do you think it might be my living room?,2023/05/30 (Tue) 17:51,"The user would prefer responses that consider the potential impact of their cat, Luna, and her shedding on their sneezing, as well as the recent deep clean of the living room and its possible effect on stirring up dust. They might not prefer responses that fail to take into account these specific details previously mentioned, such as generic suggestions or unrelated factors.",1,1,1,1,1,1,1
d6233ab6,single-session-preference,I've been feeling nostalgic lately. Do you think it would be a good idea to attend my high school reunion?,2023/05/30 (Tue) 01:29,"The user would prefer responses that draw upon their personal experiences and memories, specifically their positive high school experiences such as being part of the debate team and taking advanced placement courses. They would prefer suggestions that highlight the potential benefits of attending the reunion, such as reconnecting with old friends and revisiting favorite subjects like history and economics. The user might not prefer generic or vague responses that do not take into account their individual experiences and interests.",1,0,1,0,0,0,1
1da05512,single-session-preference,I'm trying to decide whether to buy a NAS device now or wait. What do you think?,2023/05/30 (Tue) 15:33,"The user would prefer responses that take into account their current home network storage capacity issues and recent reliance on external hard drives, highlighting the potential benefits of a NAS device in addressing these specific needs. They might not prefer responses that ignore their current storage challenges or fail to consider their recent tech upgrades and priorities. Preferred responses would utilize the user's previous mentions of storage capacity issues and tech investments to inform their decision.",1,1,1,1,1,1,1
